EAF 267757.0 , 0.002, 22.0, 1245139.0
ORGS 217416.0 , 0.003, 20.0, 8571.0
PUB 179900.0 , 0.009, 135.0, 34449.0
RMP 121082.0 , 0.03, 79.0, 120487.0
CTZ 120300.0 , 0.005, 27.0, 52050.0
CCD 111250.0 , 0.015, 26.0, 105417.0
SAB 110429.0 , 1.398, 318800.0, 1695378.0
KE 99400.0 , 0.015, 22.0, 73250.0
LN 96700.0 , 0.015, 50.0, 394345.0
GHG 64850.0 , 0.005, 24.0, 607659.0
